question;chunk_id;section_name;chapter_name
Какой предмет из зеленого инструментального ящика особенно заинтересовал Скиннера и почему?;719435f62efa3dfae801f0b26e0a9a05;В четыре часа Ямадзаки...;30. ПОГРЕБАЛЬНЫЙ КАРНАВАЛ
"Скиннер вспоминает о строительстве комнаты. Что он имел в виду, когда спросил Ямадзаки: ""Ты видел когда-нибудь, как работает настоящий плотник?""";719435f62efa3dfae801f0b26e0a9a05;В четыре часа Ямадзаки...;30. ПОГРЕБАЛЬНЫЙ КАРНАВАЛ
Что Скиннер рассказал Ямадзаки об использовании инструментов до появления электричества в их локации?;719435f62efa3dfae801f0b26e0a9a05;В четыре часа Ямадзаки...;30. ПОГРЕБАЛЬНЫЙ КАРНАВАЛ
Какую записную книжку Ямадзаки пожалел об оставленной наверху, учитывая, что она была первым свидетельством ритуалов на мосту?;9607d8091d82d2c55e9aea606a53fb50;Увидев шествие...;30. ПОГРЕБАЛЬНЫЙ КАРНАВАЛ
Какие предметы использовала торговка книгами для закрепления волос, и как это повлияло на впечатление Ямадзаки о ее ритуальном поведении?;9607d8091d82d2c55e9aea606a53fb50;Увидев шествие...;30. ПОГРЕБАЛЬНЫЙ КАРНАВАЛ
Какие названия книг рекламировала торговка, и какое впечатление они произвели на Ямадзаки?;9607d8091d82d2c55e9aea606a53fb50;Увидев шествие...;30. ПОГРЕБАЛЬНЫЙ КАРНАВАЛ
В каком месте, согласно диалогу Ямадзаки и Скиннера, хоронят тех, кто против огня?;9607d8091d82d2c55e9aea606a53fb50;Увидев шествие...;30. ПОГРЕБАЛЬНЫЙ КАРНАВАЛ
"Какое гаджет или технология, по мнению рассказчика, позволяет современному поколению ощущать прошлое ""как будто живя в нем""?";644cb8c4a1f00e359f5ae376682b46a8;Во мнето этого вируса...;30. ПОГРЕБАЛЬНЫЙ КАРНАВАЛ
Какие страны, помимо места проживания рассказчика, особенно сильно пострадали от эпидемии, о которой идет речь?;644cb8c4a1f00e359f5ae376682b46a8;Во мнето этого вируса...;30. ПОГРЕБАЛЬНЫЙ КАРНАВАЛ
"Что, по словам рассказчика, вспоминали он и его знакомый, когда говорили о ""клевом, но коротком времени""?";644cb8c4a1f00e359f5ae376682b46a8;Во мнето этого вируса...;30. ПОГРЕБАЛЬНЫЙ КАРНАВАЛ
Какую деталь в насосе просит Скутер смазать рассказчик, объясняя необходимость увлажнения кожаного колпачка?;644cb8c4a1f00e359f5ae376682b46a8;Во мнето этого вируса...;30. ПОГРЕБАЛЬНЫЙ КАРНАВАЛ
Что, по словам убийцы, является лучшей рекламной компанией в мире и какие продукты они успешно продвигали?;f324e862a1854fddc3cd3034a74f2903;Пуля прошила стенку...;31. С ВОДИТЕЛЬСКОЙ СТОРОНЫ
Какой предмет, сделанный из пупырчатого материала, обнаружила Шеветта рядом со скомканными черными брюками?;f324e862a1854fddc3cd3034a74f2903;Пуля прошила стенку...;31. С ВОДИТЕЛЬСКОЙ СТОРОНЫ
Что Райделл посоветовал Шеветте сделать для минимизации риска поражения, и почему?;f324e862a1854fddc3cd3034a74f2903;Пуля прошила стенку...;31. С ВОДИТЕЛЬСКОЙ СТОРОНЫ
В каком месте Шеветта вспомнила похожий инцидент, когда она врезалась в бетонку, и что произошло в тот раз?;f324e862a1854fddc3cd3034a74f2903;Пуля прошила стенку...;31. С ВОДИТЕЛЬСКОЙ СТОРОНЫ
Что читала Шеветта в комнате Скиннера, пока он смотрел исторический фильм?;c9685615ef92866a8f7ea07257cd054f;Она снова была в...;31. С ВОДИТЕЛЬСКОЙ СТОРОНЫ
Какого исполнителя сравнил Скиннер с Билли Холидей, описывая его образ?;c9685615ef92866a8f7ea07257cd054f;Она снова была в...;31. С ВОДИТЕЛЬСКОЙ СТОРОНЫ
"Какие флаги размахивали девушки на фотографии, которую рассматривала Шеветта в журнале ""Нэйшнл Джиогрэфик""?";c9685615ef92866a8f7ea07257cd054f;Она снова была в...;31. С ВОДИТЕЛЬСКОЙ СТОРОНЫ
Что, по мнению Скиннера, происходит с историей со временем, и как он это объясняет?;c9685615ef92866a8f7ea07257cd054f;Она снова была в...;31. С ВОДИТЕЛЬСКОЙ СТОРОНЫ
Что, по словам Райделла, связывало его с миссис Эллиот?;33e38cae2b3d203742d4bbd9b07f1de7;Так ты хорошо знаешь...;32. ФАЛЛОНТАУН
Какой предмет Райделл использовал, чтобы избавиться от пробоин в ветровом стекле его автомобиля?;33e38cae2b3d203742d4bbd9b07f1de7;Так ты хорошо знаешь...;32. ФАЛЛОНТАУН
Что Шеветта взяла с соседнего сиденья перед тем, как они подъехали к месту назначения?;33e38cae2b3d203742d4bbd9b07f1de7;Так ты хорошо знаешь...;32. ФАЛЛОНТАУН
Какую организацию упомянул Райделл, говоря о возможности слежки за ними?;33e38cae2b3d203742d4bbd9b07f1de7;Так ты хорошо знаешь...;32. ФАЛЛОНТАУН
Что, согласно тексту, произошло с навигационным компьютером Райделла после попадания лавлессовской пули?;355120eafccbce49525257d584c13f5b;Райделл прошибал ворота...;32. ФАЛЛОНТАУН
"Какое транспортное средство, напоминающее отцовского соседа, обнаружил Райделл возле ""шелловской"" заправки?";355120eafccbce49525257d584c13f5b;Райделл прошибал ворота...;32. ФАЛЛОНТАУН
Какие животные, помимо собак по кличкам Скитер и Уайти, содержатся у старика на заправке?;355120eafccbce49525257d584c13f5b;Райделл прошибал ворота...;32. ФАЛЛОНТАУН
Что, судя по вывескам, предлагается в Парадайзе, христианской общине в Южной Калифорнии?;355120eafccbce49525257d584c13f5b;Райделл прошибал ворота...;32. ФАЛЛОНТАУН
Какое необычное устройство использовал Райделл для ориентирования на местности, пытаясь определить местоположение Парадиза?;68ffacb947c25ea386e80e9873eba11a;И крест на этот раз...;32. ФАЛЛОНТАУН
Какое название носит религиозное течение, к которому причисляют Шеветту и ее спутников, и откуда, согласно тексту, они прибыли?;68ffacb947c25ea386e80e9873eba11a;И крест на этот раз...;32. ФАЛЛОНТАУН
"Что, по словам Саблетта, является причиной того, что его называют ""Апостатом"" в Парадизе?";68ffacb947c25ea386e80e9873eba11a;И крест на этот раз...;32. ФАЛЛОНТАУН
Какое сооружение, построенное во времена Второй мировой войны, упоминается в тексте в связи с местоположением преподобного Фаллона?;68ffacb947c25ea386e80e9873eba11a;И крест на этот раз...;32. ФАЛЛОНТАУН
Какое гаджет или предмет быта, по мнению Райделла, больше всего выделялся в гостиной Дориного трейлера и каким образом?;c0fd1186a24a04aba11ab0e1326e9b55;Дора Саблеттова мать...;32. ФАЛЛОНТАУН
Какое состояние здоровья, по словам миссис Саблеттовой, имеет Джоэль Саблетт, и как это проявляется в его повседневной жизни?;c0fd1186a24a04aba11ab0e1326e9b55;Дора Саблеттова мать...;32. ФАЛЛОНТАУН
Что, по словам Саблетта, послужило причиной его 'карантина' и запрета выходить из трейлера?;c0fd1186a24a04aba11ab0e1326e9b55;Дора Саблеттова мать...;32. ФАЛЛОНТАУН
Что, по словам Саблетта, беспокоит преподобного Фаллона в последнее время, и как это связано с их переездом в Калифорнию?;c0fd1186a24a04aba11ab0e1326e9b55;Дора Саблеттова мать...;32. ФАЛЛОНТАУН
Что ощупал Саблетт в заднем кармане, стараясь не разбудить Шеветту?;a372e9d3fe442e53c4832d832cdaabd7;Он перекатился на правый...;32. ФАЛЛОНТАУН
Какой предмет, принадлежащий Веллингтону Ма, был найден в бумажнике у Саблетта в поврежденном состоянии?;a372e9d3fe442e53c4832d832cdaabd7;Он перекатился на правый...;32. ФАЛЛОНТАУН
В какой куртке Шеветта пошевелилась, из-за чего Саблетт услышал скрип кожи?;a372e9d3fe442e53c4832d832cdaabd7;Он перекатился на правый...;32. ФАЛЛОНТАУН
Какую жидкость запила Шеветта, приготовленную из порошка, и какое мнение о ней сложилось у рассказчика?;dbd30a397b1b1fbb9d6936edc4efb1ef;Да кстати дружок твой...;32. ФАЛЛОНТАУН
В каком месте происходил разговор между Райделлом и Шеветтой?;dbd30a397b1b1fbb9d6936edc4efb1ef;Да кстати дружок твой...;32. ФАЛЛОНТАУН
Почему Шеветта опасается, что Лоуэлл может сдать их координаты, если узнает об их местонахождении?;dbd30a397b1b1fbb9d6936edc4efb1ef;Да кстати дружок твой...;32. ФАЛЛОНТАУН
Что Райделл получил от Шеветты в конце концов, помимо телефонного номера Лоуэлла?;dbd30a397b1b1fbb9d6936edc4efb1ef;Да кстати дружок твой...;32. ФАЛЛОНТАУН
"Какую организацию Райделл попросил Лоуэлла уговорить оказать ему услугу, используя кодовое название ""они""?";f78c28525b022f3db97adcf1eebc3db3;Лоуэлл...;32. ФАЛЛОНТАУН
В каком городе Райделл узнал о желании Саблетта вернуться в Лос-Анджелес и о том, что его мама будет находиться под присмотром миссис Бейкер?;f78c28525b022f3db97adcf1eebc3db3;Лоуэлл...;32. ФАЛЛОНТАУН
Какой предмет Райделл рассматривал в трейлере, пытаясь определить, какой из них обладает защитными свойствами от СПИДа?;f78c28525b022f3db97adcf1eebc3db3;Лоуэлл...;32. ФАЛЛОНТАУН
Что, по словам Райделла, Орловский, сотрудник отдела расследования убийств полиции Сан-Франциско, может сделать, если узнать, что Лоуэлл рассказывает о нем?;f78c28525b022f3db97adcf1eebc3db3;Лоуэлл...;32. ФАЛЛОНТАУН
Что, согласно рассказчику, ел мужчина перед сном?;ce17602ea682ece473f553c22932e03e;;33. ЗАПИСНАЯ КНИЖКА
Кому звонила девушка, о которой спрашивал спящий?;ce17602ea682ece473f553c22932e03e;;33. ЗАПИСНАЯ КНИЖКА
Какое оружие находится на полке, и чья это марка?;ce17602ea682ece473f553c22932e03e;;33. ЗАПИСНАЯ КНИЖКА
Каким предметом, согласно рассказу, вооружались почитатели Распятого Христа?;f5cf70a45e9d2e56b0440b577246ca46;А что его замочили так...;33. ЗАПИСНАЯ КНИЖКА
В какой день недели, по описанию, члены религиозной группы общались друг с другом?;f5cf70a45e9d2e56b0440b577246ca46;А что его замочили так...;33. ЗАПИСНАЯ КНИЖКА
В каком году, приблизительно, прекратило свое существование сообщество почитателей Распятого Христа, о котором упоминается в тексте?;f5cf70a45e9d2e56b0440b577246ca46;А что его замочили так...;33. ЗАПИСНАЯ КНИЖКА
Какую операцию обсуждают персонажи, и кто, согласно их разговору, связан с ней?;b793b24e32f38d7608a5fa0caeb9ab0d;"""Полостная операция""...";34. ЗВОНОК ИЗ РАЯ
Что Талита Морроу делает, и какое значение это имеет для Церкви, по мнению миссис Саблетт?;b793b24e32f38d7608a5fa0caeb9ab0d;"""Полостная операция""...";34. ЗВОНОК ИЗ РАЯ
"Гэри Андервуд испытывает сильные чувства к Талите Морроу, что, по словам миссис Саблетт, толкает его на ""жуткие поступки""? Какие конкретно поступки были упомянуты?";b793b24e32f38d7608a5fa0caeb9ab0d;"""Полостная операция""...";34. ЗВОНОК ИЗ РАЯ
"Райделл предлагает Саблетту использовать ""ВР-штуку"" для связи с кем-то. Почему он считает это необходимым, и какое отношение к этому имеет Преподобный Фаллон?";b793b24e32f38d7608a5fa0caeb9ab0d;"""Полостная операция""...";34. ЗВОНОК ИЗ РАЯ
Какую сумму денег Райделл передал Бадди?;bc52ff6ab9209319486a37e044f3d0fb;Вот две сотни как я и...;34. ЗВОНОК ИЗ РАЯ
Что, по словам Бадди, происходит на территории, где он находится, и куда вылетел церковный вертолет?;bc52ff6ab9209319486a37e044f3d0fb;Вот две сотни как я и...;34. ЗВОНОК ИЗ РАЯ
Какой предмет одежды приобрела миссис Саблетт, который носит Шеветта?;bc52ff6ab9209319486a37e044f3d0fb;Вот две сотни как я и...;34. ЗВОНОК ИЗ РАЯ
Какой гаджет использовал Райделл для связи и какие дополнительные устройства он надел перед началом звонка?;bc52ff6ab9209319486a37e044f3d0fb;Вот две сотни как я и...;34. ЗВОНОК ИЗ РАЯ
"Какое помещение, помимо кинотеатров и магазинов, использовала франчайзинговая фирма для адаптации игры ""Миры Мечты""?";9878a335f2fd59b568f04e6ec0f897e5;В Ноксвилле школьником...;35. ДЕРЖАВА ЖЕЛАНИЙ
В каком месте Райделл предпочитал играть в стрелялку, и чем, по его мнению, отличалась игра в Академии от игры в других местах?;9878a335f2fd59b568f04e6ec0f897e5;В Ноксвилле школьником...;35. ДЕРЖАВА ЖЕЛАНИЙ
"Что, по мнению Райделла, делают девушки в ""Державе Желаний"", и как он это комментирует?";9878a335f2fd59b568f04e6ec0f897e5;В Ноксвилле школьником...;35. ДЕРЖАВА ЖЕЛАНИЙ
"Какое досье было доступно динозавру и другим фигурам в ""Державе Желаний"", и как Райделл отреагировал на это?";9878a335f2fd59b568f04e6ec0f897e5;В Ноксвилле школьником...;35. ДЕРЖАВА ЖЕЛАНИЙ
Что Скиннер перекладывает в картонный ящик, готовясь к переезду?;ad3133e20353be9a58a78d2922391d85;Залитый солнцем город с...;36. ЗАПИСНАЯ КНИЖКА (2)
Где торговцы старьем раскладывают свой товар?;ad3133e20353be9a58a78d2922391d85;Залитый солнцем город с...;36. ЗАПИСНАЯ КНИЖКА (2)
О каком аквариуме спросил Скиннер Скутера и что он заметил в отношении щуки?;ad3133e20353be9a58a78d2922391d85;Залитый солнцем город с...;36. ЗАПИСНАЯ КНИЖКА (2)
Какую конструкционную бумагу, по словам рассказчика, использовали для изготовления велосипеда, который искал Фонтейн?;1be6c27e88fd6cbec97b182b44d6ccd5;Жаль что я не поговорил...;36. ЗАПИСНАЯ КНИЖКА (2)
Какой предмет, по мнению рассказчика, оказался эффективнее замков для защиты велосипеда?;1be6c27e88fd6cbec97b182b44d6ccd5;Жаль что я не поговорил...;36. ЗАПИСНАЯ КНИЖКА (2)
Что, согласно рассказчику, делала она с велосипедом, чтобы он не выглядел новым?;1be6c27e88fd6cbec97b182b44d6ccd5;Жаль что я не поговорил...;36. ЗАПИСНАЯ КНИЖКА (2)
Где рассказчик нашел криптонитовый замок, который он демонстрирует Скутеру?;1be6c27e88fd6cbec97b182b44d6ccd5;Жаль что я не поговорил...;36. ЗАПИСНАЯ КНИЖКА (2)
Какое название носит автомобиль, который Саблетт предпочитает другим из-за своей аллергии?;402b6b596ca6a76743ba4d94d23a0b37;Шеветта не понимала...;37. СЕНЧУРИ-СИТИ
В каком городе, по словам матери Шеветты, представлялись ей заведения, подобные мотелю, куда они прибыли?;402b6b596ca6a76743ba4d94d23a0b37;Шеветта не понимала...;37. СЕНЧУРИ-СИТИ
Какие предметы Шеветта прицепила к запястью, чтобы они напоминали фенечку, и кто увлекался рукоделием, изготовив их?;402b6b596ca6a76743ba4d94d23a0b37;Шеветта не понимала...;37. СЕНЧУРИ-СИТИ
С каким приятелем связался Саблетт, чтобы узнать об охране в Сенчури-Сити, и как он это делал, чтобы не вызвать подозрений?;402b6b596ca6a76743ba4d94d23a0b37;Шеветта не понимала...;37. СЕНЧУРИ-СИТИ
"Какую услугу Райделл обещал Уолли Диваку в обмен на фонарик, упомянув организацию ""Интенсекьюр""?";f23e89f269bb2bd5c7f39a80b62b5938;"Уломать ""Уолли"" Дивака...";38. ЧУДЕСНАЯ МИЛЯ
Как Уолли называл свой автомобиль, и как это характеризует его отношение к машинам?;f23e89f269bb2bd5c7f39a80b62b5938;"Уломать ""Уолли"" Дивака...";38. ЧУДЕСНАЯ МИЛЯ
Какое транспортное средство использует Райделл, и откуда, согласно его словам, оно родом?;f23e89f269bb2bd5c7f39a80b62b5938;"Уломать ""Уолли"" Дивака...";38. ЧУДЕСНАЯ МИЛЯ
С кем Райделл связывается по телефону, полученному от Пожирателя Богов, и какую сумму он должен заплатить за выполненный заказ?;f23e89f269bb2bd5c7f39a80b62b5938;"Уломать ""Уолли"" Дивака...";38. ЧУДЕСНАЯ МИЛЯ
Какой предмет Райделл спрятал за брючный ремень перед выходом из машины?;ef4947e8ed0213e6a7b71cc5b774726b;Райделл дал смотрителю...;38. ЧУДЕСНАЯ МИЛЯ
У кого Райделл позаимствовал джинсовую куртку, которую он надел перед поездкой?;ef4947e8ed0213e6a7b71cc5b774726b;Райделл дал смотрителю...;38. ЧУДЕСНАЯ МИЛЯ
С кем Райделл планировал встретиться в Лос-Анджелесе, позвонив по личному номеру Люциуса Уорбэйби?;ef4947e8ed0213e6a7b71cc5b774726b;Райделл дал смотрителю...;38. ЧУДЕСНАЯ МИЛЯ
Какую деталь внешности Шеветты Вашингтон особенно привлекала внимание Райделла, когда она лежала на кровати?;ef4947e8ed0213e6a7b71cc5b774726b;Райделл дал смотрителю...;38. ЧУДЕСНАЯ МИЛЯ
В каком автомобиле приехал Фредди, и какая деталь выделялась на его внешнем виде?;6018695309e9489742701e42c28ff915;Райделл подул на горячий...;38. ЧУДЕСНАЯ МИЛЯ
Какой предмет всегда сопровождает Уорбэйби, и в каком цвете была новая рубашка Фредди?;6018695309e9489742701e42c28ff915;Райделл подул на горячий...;38. ЧУДЕСНАЯ МИЛЯ
"В какой организации, обозначенной как ""Пузырь"", встречались Райделл, Орловский, Шитов и Уорбэйби?";6018695309e9489742701e42c28ff915;Райделл подул на горячий...;38. ЧУДЕСНАЯ МИЛЯ
Какое устройство, помимо старого, теперь есть у Фредди, и кому Райделл сообщил о прибытии группы?;6018695309e9489742701e42c28ff915;Райделл подул на горячий...;38. ЧУДЕСНАЯ МИЛЯ
Какую аппаратуру, согласно тексту, мог использовать Пожиратель Богов и его дружки, если они не являлись престарелой леди из Окленда?;a9c22ce151ab852e0e44065931c080b5;Пожиратель Богов и его...;38. ЧУДЕСНАЯ МИЛЯ
В какой организации проходило обучение Райделла, где компьютерная преступность изучалась в виде обзорных лекций, а не отдельного предмета?;a9c22ce151ab852e0e44065931c080b5;Пожиратель Богов и его...;38. ЧУДЕСНАЯ МИЛЯ
Какой предмет, упомянутый в тексте, использовал Райделл для самозащиты в квартире Карен Мендельсон?;a9c22ce151ab852e0e44065931c080b5;Пожиратель Богов и его...;38. ЧУДЕСНАЯ МИЛЯ
Какую систему, по словам фэбээровца, переняли хакеры у террористов, что затрудняло их поимку?;a9c22ce151ab852e0e44065931c080b5;Пожиратель Богов и его...;38. ЧУДЕСНАЯ МИЛЯ
"Какую телегеничную внешность, по мнению Карен, имеет Шеветта, что может помочь получить заказ на саундтрек к проекту ""Крутой Коран""?";1194ac3b8f7e36894cf40add0b13efc7;Райделл вспомнил...;38. ЧУДЕСНАЯ МИЛЯ
Какие предметы, украшенные драгоценностями, носил Аарон Персли, когда говорил с Берри о предстоящем аресте?;1194ac3b8f7e36894cf40add0b13efc7;Райделл вспомнил...;38. ЧУДЕСНАЯ МИЛЯ
"Какое устройство, а именно ВС-очки, позволило Карен узнать больше информации о проекте ""Санфлауэр"", чем остальным участникам?";1194ac3b8f7e36894cf40add0b13efc7;Райделл вспомнил...;38. ЧУДЕСНАЯ МИЛЯ
С кем Шеветта хотела связаться по телефону, находясь под присмотром Карен и Саблетта, и в каком городе находится этот человек?;1194ac3b8f7e36894cf40add0b13efc7;Райделл вспомнил...;38. ЧУДЕСНАЯ МИЛЯ
Какую вещь Ямадзаки положил в мусорную кучу, не сумев ее продать на барахолке?;322ab40e28a720d455d788bb8cb148ec;Пятнадцатого ноября в...;39. ПРАЗДНИК В НЕПОГОДУ
Что Фонтейн предложил Ямадзаки, чтобы тот мог связаться с человеком, находящимся в Лос-Анджелесе?;322ab40e28a720d455d788bb8cb148ec;Пятнадцатого ноября в...;39. ПРАЗДНИК В НЕПОГОДУ
Какое событие отмечается пятнадцатого ноября, и как Фонтейн описал его?;322ab40e28a720d455d788bb8cb148ec;Пятнадцатого ноября в...;39. ПРАЗДНИК В НЕПОГОДУ
Что, по словам Фонтейна, случилось с двумя из семерых убийц Шейпли?;322ab40e28a720d455d788bb8cb148ec;Пятнадцатого ноября в...;39. ПРАЗДНИК В НЕПОГОДУ
