question;chunk_id;section_name;chapter_name
Какие предметы, по словам Бромберга, были уложены в аккуратные гнезда и имели розовато-коричневые иероглифы на поверхности?;6e233e3a616db7aebe8dd3a598026b45;Вот эти штуки они...;4 июня 78–го года
Какой иероглиф, изображенный на детонаторе, сразу узнал Айзек, и где он ранее его видел?;6e233e3a616db7aebe8dd3a598026b45;Вот эти штуки они...;4 июня 78–го года
Что, по мнению Бромберга, является ключевым доказательством его правоты в идентификации объекта, помимо размера?;6e233e3a616db7aebe8dd3a598026b45;Вот эти штуки они...;4 июня 78–го года
"С кем Бромберг планирует связаться, как только ""златоперстый Феб озарит верхушки архитектурных уродов"", и как он объясняет свою связь с этим человеком?";6e233e3a616db7aebe8dd3a598026b45;Вот эти штуки они...;4 июня 78–го года
Какую профессию указал Александр Дымок при представлении Бромбергу?;b0e3d6cf3c5b77ef92b3daffcfba9a67;Сегодня а вернее вчера...;4 июня 78–го года
В какой период времени Бромберг искал информацию в хронологической части своей картотеки, пытаясь найти связь с исчезновением супругов Дымок?;b0e3d6cf3c5b77ef92b3daffcfba9a67;Сегодня а вернее вчера...;4 июня 78–го года
Что, помимо изучения картотеки, предпринял Бромберг для получения информации о супругах Дымок?;b0e3d6cf3c5b77ef92b3daffcfba9a67;Сегодня а вернее вчера...;4 июня 78–го года
С каким предметом, упомянутым в разговоре с Александром Дымком, связано открытие Бромберга о его истинной личности?;b0e3d6cf3c5b77ef92b3daffcfba9a67;Сегодня а вернее вчера...;4 июня 78–го года
В каком году отряд Следопытов под командованием Бориса Фокина высадился на планетке в системе ЕН 9173?;e55ea5c52f1faa8c6e7b6092c806118a;ТАЙНА ЛИЧНОСТИ ЛЬВА АБАЛКИНА;4 июня 78–го года
Какой материал, характерный для цивилизации Странников, облицовывал полусферу, обнаруженную Борисом Фокиным?;e55ea5c52f1faa8c6e7b6092c806118a;ТАЙНА ЛИЧНОСТИ ЛЬВА АБАЛКИНА;4 июня 78–го года
Кого Борис Фокин потребовал к себе из отдела КОМКОНа для обследования саркофага?;e55ea5c52f1faa8c6e7b6092c806118a;ТАЙНА ЛИЧНОСТИ ЛЬВА АБАЛКИНА;4 июня 78–го года
Что, согласно сообщению Марка ван Блеркома, на самом деле представлял собой саркофаг?;e55ea5c52f1faa8c6e7b6092c806118a;ТАЙНА ЛИЧНОСТИ ЛЬВА АБАЛКИНА;4 июня 78–го года
Какое требование выдвинул Геннадий Комов к Фокину и Блеркому после получения данных о находке?;6e64819ad8fce4ceb9a2e92a34f83cf5;Что же касается Геннадия...;4 июня 78–го года
Какие организации упоминаются в тексте, членами которых одновременно являлись руководители КОМКОНа?;6e64819ad8fce4ceb9a2e92a34f83cf5;Что же касается Геннадия...;4 июня 78–го года
"Какую цель преследовал Геннадий Комов своим ""нарочито резким выступлением"" на совещании?";6e64819ad8fce4ceb9a2e92a34f83cf5;Что же касается Геннадия...;4 июня 78–го года
В связи с какой областью работы Рудольф Сикорски не чувствовал себя достаточно компетентным для высказывания своего мнения на совещании?;6e64819ad8fce4ceb9a2e92a34f83cf5;Что же касается Геннадия...;4 июня 78–го года
Какую гипотезу относительно саркофага выдвинул Кирилл Александров, основываясь на своих антропоморфистских взглядах?;129a821a08e899a7f180056b2df79eab;Кирилл Александров...;4 июня 78–го года
Какую роль саркофага в системе ЕН 9173 предполагал Август–Иоганн Бадер, и на какие племена он возлагал надежды при восстановлении человечества?;129a821a08e899a7f180056b2df79eab;Кирилл Александров...;4 июня 78–го года
Геннадий Комов предложил рассматривать находку как начало нового этапа в истории землян и Странников. В чем заключалась его гипотеза относительно назначения яйцеклеток, обнаруженных в саркофаге?;129a821a08e899a7f180056b2df79eab;Кирилл Александров...;4 июня 78–го года
Махиро Синода выразил сомнение в благорасположенности Странников к землянам. Какое понятие он противопоставил гипотезе Геннадия Комова, чтобы подчеркнуть возможную негативную роль существ–посредников?;129a821a08e899a7f180056b2df79eab;Кирилл Александров...;4 июня 78–го года
Какую позицию на совещании представлял Геннадий Комовов, когда сообщил о шифровке от Фокина?;ab122e3e94a50ea8126f64336c7987cc;Совещание немедленно...;4 июня 78–го года
Какие гаджеты были отправлены в группу Фокина для изучения саркофага-инкубатора?;ab122e3e94a50ea8126f64336c7987cc;Совещание немедленно...;4 июня 78–го года
Какое название получил саркофаг после начала процесса деления яйцеклеток?;ab122e3e94a50ea8126f64336c7987cc;Совещание немедленно...;4 июня 78–го года
Какие опасения испытывали члены Комиссии по инкубатору, несмотря на отказ от идеи уничтожения инкубатора?;ab122e3e94a50ea8126f64336c7987cc;Совещание немедленно...;4 июня 78–го года
"Какое основание привел Сикорски для разделения ""подкидышей"" и предотвращения их встреч?";bc5a3a5f63a80477df3e73f2a2ccdf82;Первое. Все работы хотя...;4 июня 78–го года
"Какие специальности должны получить ""подкидыши"" согласно ""Четырем требованиям Сикорски"" и с какой целью?";bc5a3a5f63a80477df3e73f2a2ccdf82;Первое. Все работы хотя...;4 июня 78–го года
"Что заявил Махиро Синода, повлиявшее на принятие ""Четырех требований""?";bc5a3a5f63a80477df3e73f2a2ccdf82;Первое. Все работы хотя...;4 июня 78–го года
С кем беседовал Леонид Андреевич Горбовский, и о каком сообщении он осведомился?;bc5a3a5f63a80477df3e73f2a2ccdf82;Первое. Все работы хотя...;4 июня 78–го года
Какую цель преследовал визит доктора Ас–Су к Сикорски?;c6e9496d0268d591a92a1b5ed1d98e0d;7 января его неожиданно...;4 июня 78–го года
Что тагорские строители обнаружили при закладке фундамента Третьей Большой Машины в Приполярном Континенте?;c6e9496d0268d591a92a1b5ed1d98e0d;7 января его неожиданно...;4 июня 78–го года
Какие меры были предприняты после спонтанного развития личинок тагорян, обнаруженных в устройстве, найденном Странниками?;c6e9496d0268d591a92a1b5ed1d98e0d;7 января его неожиданно...;4 июня 78–го года
В каком году родились тринадцать детей, судьба которых была запрограммирована Всемирным советом и Комиссией по Тринадцати?;c6e9496d0268d591a92a1b5ed1d98e0d;7 января его неожиданно...;4 июня 78–го года
Какое физическое состояние Левы Абалкина до ноября 1947 года, по мнению наблюдателей, не отличалось от других детей?;371dfd724537685db522877110c65059;Лева Абалкин рос и...;4 июня 78–го года
Какой предмет обнаружила Ядвига Михайловна у Льва Абалкина в ноябре 1947 года, что послужило началом странных изменений?;371dfd724537685db522877110c65059;Лева Абалкин рос и...;4 июня 78–го года
В каком учреждении был описан ящик-футляр, найденный в инкубаторе, и в каком издании?;371dfd724537685db522877110c65059;Лева Абалкин рос и...;4 июня 78–го года
Кто первым обнаружил значок на локте у Левы Абалкина, и к кому он обратился с информацией об этом?;371dfd724537685db522877110c65059;Лева Абалкин рос и...;4 июня 78–го года
Какую просьбу Рудольф Сикорски адресовал директору музея относительно экспоната номер такой-то?;2ab226e1e739fb44d33d0d35c6274097;Иванов был тоже испуган....;4 июня 78–го года
Какие обстоятельства произошли с группой школьников из интерната «Темпладо» в Северных Андах, и какое отношение это имеет к детонатору номер 12?;2ab226e1e739fb44d33d0d35c6274097;Иванов был тоже испуган....;4 июня 78–го года
В каком году и где резидентствовал Рудольф Сикорски под прозвищем «Странник», когда Комиссия по Тринадцати получила разрешение на частичное раскрытие тайны личности «подкидыша» Корнея Яшмаа?;2ab226e1e739fb44d33d0d35c6274097;Иванов был тоже испуган....;4 июня 78–го года
Что Иванов и его коллега поняли друг друга без слов в начале фрагмента, и какую картину они представляли перед глазами?;2ab226e1e739fb44d33d0d35c6274097;Иванов был тоже испуган....;4 июня 78–го года
Какое учебное заведение заканчивал Корней Яшмаа в 78-м году?;6df6873f148a86c3611c8ce0da5ba35b;Корней Яшмаа кончал тогда...;4 июня 78–го года
На какой планете работал Томас Нильсон, когда с ним повторили эксперимент, подобный эксперименту с Корнеем Яшмаа?;6df6873f148a86c3611c8ce0da5ba35b;Корней Яшмаа кончал тогда...;4 июня 78–го года
Какой предмет, используемый для самонаблюдения, охотно согласился регулярно проходить Корней Яшмаа?;6df6873f148a86c3611c8ce0da5ba35b;Корней Яшмаа кончал тогда...;4 июня 78–го года
Что произошло со значком «Косая звезда», принадлежащим Томасу Нильсону, спустя сто тридцать два дня после начала эксперимента?;6df6873f148a86c3611c8ce0da5ba35b;Корней Яшмаа кончал тогда...;4 июня 78–го года
Какую информацию Экселенц сообщил рассказчику о встречах Льва Абалкина с Тристаном в джунглях?;47134e166154e845ae050c78981c9eed;ДИСКУССИЯ СИТУАЦИИ;4 июня 78–го года
Что, по мнению Экселенца, произошло с Тристаном и как это связано с бегством Льва Абалкина на Землю?;47134e166154e845ae050c78981c9eed;ДИСКУССИЯ СИТУАЦИИ;4 июня 78–го года
Какие изменения в поведении Яшмаа и других персонажей заметил Экселенц, и что это могло означать?;47134e166154e845ae050c78981c9eed;ДИСКУССИЯ СИТУАЦИИ;4 июня 78–го года
"Что Экселенц имел в виду, говоря, что программа требует от Льва Абалкина ""нечеловеческого"", и как это влияет на его действия?";47134e166154e845ae050c78981c9eed;ДИСКУССИЯ СИТУАЦИИ;4 июня 78–го года
Какую операцию, в которой Странники спасли население целой планеты, упоминает Мак, пытаясь убедить Экселенца в их благосклонности?;a5dccd6b6cf6cdda86c7caaaf50f1bbe;Он не убедил меня. Логика...;4 июня 78–го года
Что, по мнению Экселенца, было причиной плохого самочувствия и отсутствия аппетита у него самого?;a5dccd6b6cf6cdda86c7caaaf50f1bbe;Он не убедил меня. Логика...;4 июня 78–го года
В связи с какой программой и какими предметами, заложенными в человеческие зародыши, у Экселенца возникают самые сильные возражения?;a5dccd6b6cf6cdda86c7caaaf50f1bbe;Он не убедил меня. Логика...;4 июня 78–го года
"Какой поступок тагорян привел их к ""жуткому тупику"", по мнению Экселенца?";a5dccd6b6cf6cdda86c7caaaf50f1bbe;Он не убедил меня. Логика...;4 июня 78–го года
Какую гипотезу, принятую большинством Комиссии, упоминает персонаж, обращаясь к Мак?;7b44ad98c8f93142951fcf812d37bb02;Он положил лысый череп на...;4 июня 78–го года
Что, по мнению говорящего, происходит с людьми, когда они устают думать на определенную тему?;7b44ad98c8f93142951fcf812d37bb02;Он положил лысый череп на...;4 июня 78–го года
Какой образ использует персонаж, чтобы описать ситуацию, в которой его сделали 'муравьем', и сколько лет, по его словам, было 'вычеркнуто из жизни'?;7b44ad98c8f93142951fcf812d37bb02;Он положил лысый череп на...;4 июня 78–го года
Какую должность занимает Рудольф Сикорски в организации КОМКОН–2?;bfcbaf7d2f4eaec4e13a3ab99698ffc2;ЛЕВ АБАЛКИН В НАТУРЕ;4 июня 78–го года
Что заставило Льва Абалкина прийти к Экселенцу, несмотря на его нежелание разговаривать?;bfcbaf7d2f4eaec4e13a3ab99698ffc2;ЛЕВ АБАЛКИН В НАТУРЕ;4 июня 78–го года
Какое прозвище дали Льву Абалкину в КОМКОНе, и почему Экселенц упоминает о Бромберге в связи с этим?;bfcbaf7d2f4eaec4e13a3ab99698ffc2;ЛЕВ АБАЛКИН В НАТУРЕ;4 июня 78–го года
Какое сравнение использует Экселенц, описывая состояние Льва Абалкина в конце разговора, и что, по его мнению, могло стать причиной такого состояния?;bfcbaf7d2f4eaec4e13a3ab99698ffc2;ЛЕВ АБАЛКИН В НАТУРЕ;4 июня 78–го года
Какую реакцию вызвала просьба Экселенца у Абалкина 4 июня 78-го года?;bd60a5fe92ec4de55db0579f4b105e9f;Медленная судорога прошла...;4 июня 78–го года
"К кому, помимо Экселенца, просил Абалкина обратиться в случае ""непривычного ощущения""?";bd60a5fe92ec4de55db0579f4b105e9f;Медленная судорога прошла...;4 июня 78–го года
"Что, по словам Экселенца, Абалкину следует сообщить ""сразу же"", пока он еще является?";bd60a5fe92ec4de55db0579f4b105e9f;Медленная судорога прошла...;4 июня 78–го года
Каким образом Экселенц планировал поддерживать связь с преследовавшим Абалкина?;bd60a5fe92ec4de55db0579f4b105e9f;Медленная судорога прошла...;4 июня 78–го года
В каком здании Лев Абалкин завершил операцию, после чего отправился на прогулку?;596b9e7283bcf826a15e73d2feefd5de;ЗАВЕРШЕНИЕ ОПЕРАЦИИ;4 июня 78–го года
Где именно Лев Абалкин устроился отдохнуть, рассматривая барельеф какого персонажа?;596b9e7283bcf826a15e73d2feefd5de;ЗАВЕРШЕНИЕ ОПЕРАЦИИ;4 июня 78–го года
Какое устройство, согласно тексту, Экселенц приказал найти и принести ему?;596b9e7283bcf826a15e73d2feefd5de;ЗАВЕРШЕНИЕ ОПЕРАЦИИ;4 июня 78–го года
Что, по мнению рассказчика, Экселенц ожидает увидеть в музее от автомата Странников, а точнее от Абалкина?;596b9e7283bcf826a15e73d2feefd5de;ЗАВЕРШЕНИЕ ОПЕРАЦИИ;4 июня 78–го года
Какое транспортное средство планировал использовать рассказчик для доставки Льва Абалкина на ракетодром?;9b4f0993797e5e71f3fcbbe2556cb69e;Он впервые глянул мне...;4 июня 78–го года
На какой улице шли рассказчик и Лев Абалкин, прежде чем направиться к Площади Звезды?;9b4f0993797e5e71f3fcbbe2556cb69e;Он впервые глянул мне...;4 июня 78–го года
Кто, по словам рассказчика, должен был прибыть на ракетодром, чтобы помочь разобраться в ситуации с Львом Абалкиным?;9b4f0993797e5e71f3fcbbe2556cb69e;Он впервые глянул мне...;4 июня 78–го года
С каким прозвищем в тексте упоминается персонаж по имени Гриша Серосовин?;9b4f0993797e5e71f3fcbbe2556cb69e;Он впервые глянул мне...;4 июня 78–го года
Какое состояние испытывал Лев Абалкин, когда Гриша и рассказчик ворвались в мастерскую Майи Тойвовны Глумовой?;27042ce3c5f32c94569ef26f2554f7cc;Треснули еще два выстрела...;4 июня 78–го года
Что держал в руке Экселенц, когда приближался к Льву Абалкину в мастерской?;27042ce3c5f32c94569ef26f2554f7cc;Треснули еще два выстрела...;4 июня 78–го года
Каким образом был обозначен серый диск детонатора, к которому пытался дотянуться Лев Абалкин?;27042ce3c5f32c94569ef26f2554f7cc;Треснули еще два выстрела...;4 июня 78–го года
Что повторял Лев Абалкин, находясь при смерти, и какое место упоминалось в его фразе?;27042ce3c5f32c94569ef26f2554f7cc;Треснули еще два выстрела...;4 июня 78–го года
